storenum,secs,dayofweek,meal,drinkonly,cost,satisfaction
875,331,Wed,Dinner,No,686,6
872,177,Tues,Lunch,No,409,8
741,137,Fri,Lunch,No,486,6
225,413,Fri,Lunch,No,364,6
424,127,Tues,Lunch,No,313,5
475,35,Wed,Lunch,No,366,8
318,67,Mon,Lunch,No,580,6
860,490,Wed,Lunch,No,276,3
15,201,Tues,Dinner,No,291,5
377,31,Mon,Lunch,No,340,5
670,269,Tues,Lunch,No,466,8
767,433,Tues,Dinner,No,688,6
20,138,Thur,Lunch,No,248,5
360,137,Fri,Breakfast,No,197,6
137,251,Tues,Lunch,No,496,4
848,157,Mon,Lunch,No,482,5
432,169,Mon,Dinner,No,313,5
358,249,Tues,Breakfast,No,435,9
285,281,Mon,Lunch,Yes,137,5
741,171,Tues,Lunch,No,451,6
290,86,Fri,Lunch,No,414,7
175,191,Wed,Lunch,No,228,8
548,148,Mon,Lunch,No,346,7
11,119,Fri,Breakfast,No,243,8
216,219,Wed,Breakfast,Yes,153,8
728,51,Fri,Lunch,No,248,7
888,155,Tues,Dinner,Yes,121,5
92,599,Mon,Lunch,No,306,3
183,470,Thur,Dinner,No,706,4
80,196,Thur,Lunch,No,368,8
210,238,Mon,Dinner,No,481,6
521,89,Fri,Lunch,No,439,6
64,106,Tues,Dinner,Yes,185,7
690,166,Wed,Breakfast,Yes,92,8
474,317,Wed,Dinner,No,450,4
858,346,Fri,Breakfast,No,336,4
486,407,Tues,Breakfast,Yes,184,6
156,120,Fri,Dinner,No,782,8
296,31,Fri,Dinner,No,777,7
680,134,Thur,Breakfast,No,204,9
248,404,Wed,Lunch,No,326,7
769,596,Thur,Dinner,No,791,6
704,187,Thur,Lunch,No,399,6
355,541,Wed,Dinner,No,322,5
542,154,Wed,Lunch,Yes,167,4
650,429,Thur,Dinner,No,582,6
638,161,Fri,Dinner,No,802,7
449,91,Thur,Lunch,No,583,9
532,350,Wed,Dinner,No,697,7
64,160,Mon,Breakfast,No,406,9
144,145,Wed,Dinner,No,433,6
247,339,Fri,Dinner,No,416,6
229,190,Thur,Dinner,No,755,9
120,342,Thur,Breakfast,No,483,8
872,182,Wed,Dinner,No,821,8
23,183,Mon,Lunch,No,345,6
535,321,Tues,Lunch,No,471,7
718,254,Fri,Lunch,No,276,5
570,150,Wed,Lunch,No,545,8
202,119,Mon,Lunch,No,357,7
18,37,Thur,Dinner,Yes,180,4
271,255,Thur,Breakfast,No,471,6
85,362,Fri,Lunch,No,517,4
412,455,Fri,Lunch,No,517,4
253,131,Mon,Dinner,No,829,7
464,556,Mon,Dinner,No,741,4
251,229,Wed,Dinner,No,381,5
597,173,Thur,Lunch,No,447,8
736,209,Mon,Lunch,Yes,123,4
489,132,Thur,Lunch,No,504,8
536,126,Mon,Lunch,No,376,4
107,221,Mon,Dinner,No,674,5
550,130,Tues,Dinner,Yes,118,8
363,36,Fri,Lunch,No,575,6
46,111,Tues,Lunch,No,327,5
461,329,Tues,Dinner,No,778,6
42,117,Mon,Dinner,No,302,6
752,174,Wed,Lunch,No,378,4
582,125,Mon,Dinner,No,488,7
744,146,Tues,Lunch,No,439,7
74,481,Wed,Dinner,No,517,3
181,487,Tues,Lunch,No,533,6
610,185,Wed,Lunch,No,238,7
289,152,Thur,Lunch,No,327,6
458,140,Mon,Lunch,No,551,7
858,102,Wed,Lunch,No,454,7
776,113,Thur,Dinner,No,782,6
384,184,Mon,Lunch,No,393,7
855,137,Mon,Lunch,No,461,5
436,267,Thur,Lunch,Yes,175,6
709,171,Wed,Lunch,No,223,7
890,135,Thur,Breakfast,Yes,187,7
674,126,Fri,Dinner,No,824,9
65,122,Fri,Lunch,Yes,190,4
410,93,Mon,Breakfast,No,296,9
545,207,Mon,Dinner,No,694,6
791,81,Tues,Lunch,No,542,8
398,237,Wed,Dinner,No,758,7
418,413,Thur,Lunch,Yes,93,3
722,192,Mon,Dinner,Yes,121,5
498,268,Mon,Lunch,No,275,7
636,222,Wed,Lunch,No,267,7
242,189,Wed,Dinner,No,330,6
502,74,Wed,Breakfast,Yes,130,8
680,338,Fri,Dinner,No,386,5
418,467,Tues,Dinner,Yes,165,5
546,269,Thur,Dinner,No,588,5
885,128,Fri,Lunch,No,275,6
260,164,Fri,Lunch,No,590,6
406,127,Wed,Lunch,No,558,7
240,454,Wed,Dinner,No,767,7
162,258,Fri,Lunch,No,401,7
828,164,Tues,Lunch,No,587,8
814,331,Mon,Lunch,Yes,180,4
688,271,Tues,Lunch,No,484,7
323,108,Tues,Lunch,No,396,8
26,76,Thur,Lunch,No,333,6
8,293,Fri,Lunch,No,419,4
16,174,Tues,Dinner,No,495,7
36,93,Fri,Lunch,No,262,6
844,180,Tues,Lunch,No,592,6
207,524,Thur,Lunch,No,231,5
29,132,Fri,Dinner,No,747,8
713,155,Fri,Lunch,No,271,6
446,92,Wed,Dinner,No,744,7
795,62,Wed,Dinner,No,757,8
680,119,Tues,Breakfast,No,250,6
78,363,Thur,Lunch,No,530,5
338,132,Tues,Dinner,No,800,7
526,235,Tues,Dinner,No,802,5
650,375,Tues,Lunch,No,314,5
697,166,Fri,Lunch,No,385,6
526,103,Wed,Dinner,No,392,8
290,156,Thur,Lunch,No,357,8
559,51,Tues,Dinner,No,774,7
389,79,Thur,Lunch,No,422,8
114,136,Wed,Lunch,No,361,7
872,61,Wed,Lunch,No,320,8
537,96,Fri,Lunch,No,431,6
151,199,Fri,Breakfast,No,219,7
58,131,Fri,Lunch,No,234,6
101,118,Thur,Lunch,No,310,5
126,143,Tues,Dinner,No,625,7
169,157,Wed,Dinner,No,763,7
700,184,Wed,Dinner,No,584,6
290,97,Wed,Lunch,No,223,5
446,211,Tues,Dinner,No,759,6
214,56,Thur,Dinner,No,572,7
639,115,Thur,Dinner,No,547,5
701,203,Thur,Dinner,No,621,5
851,291,Tues,Lunch,No,217,4
126,165,Fri,Dinner,No,620,8
342,185,Mon,Lunch,Yes,190,6
55,125,Wed,Lunch,No,219,7
589,111,Mon,Lunch,No,328,7
169,104,Fri,Lunch,No,499,5
784,136,Fri,Lunch,No,481,8
266,111,Mon,Dinner,No,455,6
306,94,Wed,Dinner,No,574,6
558,158,Wed,Lunch,No,258,7
600,145,Wed,Lunch,No,299,6
231,156,Wed,Lunch,No,571,6
222,60,Fri,Dinner,No,503,7
859,273,Mon,Lunch,No,461,5
144,105,Tues,Dinner,No,615,9
195,140,Thur,Lunch,No,593,7
93,71,Wed,Lunch,No,538,6
555,164,Fri,Dinner,No,431,4
674,504,Tues,Dinner,Yes,162,4
232,96,Wed,Dinner,No,532,9
218,398,Mon,Breakfast,Yes,119,4
617,197,Mon,Lunch,Yes,103,6
212,145,Thur,Breakfast,No,337,6
565,362,Fri,Dinner,No,521,6
356,105,Thur,Dinner,No,556,6
273,125,Thur,Lunch,No,296,8
179,368,Mon,Lunch,No,403,7
139,456,Tues,Lunch,No,509,6
244,235,Fri,Lunch,No,462,4
478,114,Mon,Lunch,No,331,5
179,185,Tues,Lunch,No,353,8
223,557,Mon,Dinner,No,515,5
635,163,Tues,Breakfast,No,232,5
244,131,Wed,Dinner,Yes,136,6
425,529,Mon,Lunch,No,394,5
284,450,Mon,Lunch,No,573,5
19,105,Thur,Lunch,No,487,7
891,228,Tues,Lunch,No,393,5
761,228,Wed,Dinner,No,348,6
615,391,Fri,Lunch,No,431,4
188,544,Tues,Dinner,No,495,6
411,130,Thur,Lunch,No,416,5
295,419,Fri,Lunch,No,359,5
602,149,Fri,Lunch,No,467,7
196,65,Wed,Dinner,No,573,7
211,55,Thur,Lunch,No,436,7
292,46,Thur,Lunch,Yes,98,7
177,447,Fri,Lunch,No,485,4
143,34,Wed,Dinner,No,601,7
674,159,Mon,Breakfast,Yes,87,9
46,116,Fri,Lunch,No,307,5
50,284,Wed,Breakfast,No,312,6
565,83,Fri,Dinner,No,332,6
840,155,Mon,Lunch,Yes,168,5
220,468,Tues,Breakfast,No,175,3
655,222,Thur,Dinner,No,792,6
93,201,Mon,Dinner,Yes,115,6
112,219,Wed,Dinner,No,703,5
747,102,Tues,Lunch,No,477,5
503,113,Mon,Lunch,No,490,5
205,174,Tues,Dinner,No,596,5
663,109,Wed,Breakfast,No,215,7
270,87,Fri,Dinner,No,337,5
726,141,Tues,Lunch,No,230,8
384,134,Mon,Lunch,No,293,7
832,347,Wed,Lunch,Yes,177,7
226,100,Tues,Lunch,No,530,7
188,467,Wed,Dinner,No,759,4
89,227,Tues,Lunch,No,396,6
692,486,Thur,Lunch,No,301,6
348,117,Wed,Lunch,No,482,7
535,380,Mon,Lunch,No,298,5
843,337,Fri,Lunch,No,333,4
96,199,Fri,Lunch,Yes,132,7
818,120,Wed,Lunch,No,523,6
2,227,Thur,Lunch,No,472,5
600,320,Wed,Dinner,No,465,5
353,241,Mon,Lunch,No,379,7
681,318,Wed,Lunch,No,313,3
698,59,Fri,Lunch,No,464,5
138,164,Tues,Lunch,No,391,5
599,303,Mon,Lunch,No,318,5
123,81,Thur,Dinner,No,289,6
499,129,Fri,Dinner,No,654,7
698,114,Mon,Lunch,No,266,5
432,108,Thur,Lunch,No,439,6
254,280,Wed,Lunch,No,381,5
35,208,Tues,Lunch,No,510,7
37,58,Mon,Lunch,No,229,5
598,126,Tues,Lunch,No,392,7
70,223,Wed,Lunch,No,338,6
14,437,Thur,Lunch,No,224,4
843,30,Fri,Dinner,No,362,5
785,32,Thur,Lunch,No,525,9
211,152,Tues,Lunch,No,348,7
112,494,Tues,Breakfast,No,195,3
242,150,Thur,Lunch,Yes,102,6
813,149,Tues,Lunch,No,459,8
644,510,Wed,Breakfast,No,467,5
92,569,Mon,Dinner,No,458,5
388,136,Wed,Dinner,No,794,9
884,109,Fri,Lunch,No,253,5
185,528,Wed,Dinner,No,804,5
514,161,Thur,Breakfast,Yes,148,8
632,245,Thur,Lunch,No,359,6
609,391,Tues,Dinner,No,623,7
507,207,Tues,Lunch,No,410,6
746,71,Fri,Lunch,No,366,6
575,36,Fri,Lunch,Yes,123,8
268,85,Fri,Lunch,No,321,8
365,326,Mon,Lunch,No,373,6
451,125,Fri,Lunch,No,598,7
586,194,Mon,Dinner,No,622,8
11,53,Tues,Lunch,No,461,6
256,66,Tues,Lunch,No,334,7
817,355,Mon,Lunch,No,431,5
415,307,Tues,Dinner,No,690,8
186,369,Wed,Lunch,No,307,5
206,355,Thur,Lunch,No,379,7
460,112,Wed,Dinner,No,497,6
96,367,Wed,Breakfast,Yes,92,6
373,335,Mon,Dinner,No,440,4
553,194,Fri,Lunch,No,349,7
240,158,Thur,Dinner,No,704,8
432,140,Tues,Dinner,No,552,9
888,370,Wed,Lunch,No,569,5
831,479,Wed,Breakfast,No,317,4
54,102,Wed,Dinner,No,744,9
694,129,Fri,Dinner,No,545,7
169,198,Mon,Lunch,Yes,193,4
251,163,Fri,Lunch,No,272,8
351,184,Wed,Dinner,No,461,5
72,101,Wed,Breakfast,Yes,98,8
871,124,Mon,Lunch,No,365,6
736,202,Tues,Lunch,No,355,6
448,62,Thur,Lunch,No,365,8
450,133,Wed,Breakfast,No,265,8
858,59,Tues,Lunch,Yes,179,4
610,95,Mon,Lunch,No,286,6
527,396,Mon,Lunch,No,333,6
380,341,Thur,Dinner,No,346,3
826,179,Mon,Lunch,No,526,6
687,155,Fri,Lunch,No,366,5
127,93,Mon,Lunch,No,487,8
157,110,Wed,Lunch,No,287,7
678,119,Tues,Lunch,No,259,7
472,65,Mon,Breakfast,No,445,10
69,354,Thur,Dinner,No,502,7
297,112,Wed,Lunch,No,465,7
388,431,Wed,Lunch,No,233,3
539,133,Thur,Lunch,No,324,5
627,218,Fri,Lunch,No,492,8
646,156,Wed,Dinner,No,558,6
65,598,Mon,Lunch,No,518,5
375,557,Thur,Lunch,No,253,6
64,119,Fri,Dinner,No,795,9
4,124,Wed,Lunch,No,544,9
591,416,Mon,Lunch,No,475,7
673,93,Thur,Breakfast,No,462,9
614,361,Thur,Lunch,No,396,6
24,311,Mon,Lunch,No,217,6
827,246,Wed,Lunch,Yes,133,5
756,133,Fri,Lunch,No,347,5
701,125,Thur,Lunch,Yes,135,5
327,155,Mon,Dinner,No,314,4
694,102,Tues,Lunch,No,282,8
352,149,Tues,Lunch,No,478,5
653,541,Mon,Dinner,No,700,6
383,160,Tues,Dinner,No,808,6
771,130,Fri,Dinner,No,813,9
386,118,Fri,Lunch,No,595,8
684,276,Wed,Breakfast,No,282,4
43,215,Mon,Lunch,No,531,8
147,181,Mon,Lunch,No,358,8
758,564,Mon,Lunch,No,585,5
703,139,Wed,Dinner,No,395,5
640,503,Fri,Dinner,No,666,7
708,109,Mon,Lunch,No,484,7
472,290,Mon,Dinner,No,666,7
376,268,Tues,Dinner,No,725,8
537,287,Wed,Lunch,No,281,6
119,190,Wed,Dinner,No,375,6
633,89,Fri,Lunch,No,351,5
886,90,Thur,Lunch,No,295,5
695,231,Wed,Lunch,Yes,175,7
34,233,Thur,Lunch,No,314,6
697,172,Mon,Dinner,No,693,6
438,46,Wed,Dinner,No,641,6
221,422,Mon,Lunch,No,545,3
524,158,Fri,Lunch,Yes,131,5
841,299,Tues,Dinner,No,698,8
155,122,Wed,Dinner,Yes,168,6
31,146,Tues,Lunch,No,316,8
664,130,Wed,Dinner,No,496,7
38,145,Tues,Breakfast,No,361,9
458,144,Fri,Dinner,No,502,8
167,145,Thur,Dinner,No,618,8
54,238,Fri,Lunch,No,566,6
389,512,Thur,Lunch,Yes,182,3
226,512,Wed,Dinner,No,366,6
131,142,Wed,Breakfast,Yes,148,6
271,347,Wed,Dinner,No,722,6
890,143,Thur,Dinner,No,359,5
211,503,Wed,Dinner,No,358,4
788,169,Wed,Lunch,No,359,7
315,470,Mon,Lunch,No,495,6
369,247,Fri,Dinner,No,507,4
185,41,Fri,Dinner,No,661,6
855,332,Mon,Lunch,No,283,3
332,457,Fri,Lunch,No,227,5
402,422,Mon,Dinner,No,395,5
228,81,Tues,Lunch,No,534,6
360,139,Tues,Dinner,Yes,87,8
470,62,Thur,Lunch,Yes,92,7
620,58,Tues,Lunch,No,368,8
175,584,Wed,Dinner,Yes,169,2
131,159,Tues,Lunch,No,378,5
396,390,Fri,Lunch,No,516,6
71,41,Mon,Dinner,No,677,9
74,44,Wed,Lunch,No,499,7
499,175,Tues,Breakfast,Yes,193,5
9,50,Tues,Lunch,No,447,8
869,331,Tues,Lunch,No,432,6
81,548,Wed,Dinner,No,521,3
238,423,Mon,Lunch,No,469,5
48,373,Thur,Lunch,Yes,125,6
605,174,Thur,Lunch,No,245,4
414,137,Fri,Lunch,No,463,6
298,202,Fri,Lunch,Yes,93,3
721,136,Wed,Lunch,No,557,6
618,172,Wed,Dinner,No,812,8
165,119,Thur,Dinner,No,820,8
284,155,Thur,Lunch,No,298,6
333,182,Thur,Lunch,Yes,107,5
511,370,Fri,Dinner,No,746,4
138,100,Fri,Lunch,No,234,5
871,276,Thur,Dinner,No,772,7
75,421,Thur,Lunch,No,295,4
380,506,Thur,Dinner,No,636,5
695,413,Thur,Dinner,No,622,4
670,159,Mon,Lunch,No,583,7
830,147,Mon,Lunch,No,443,8
194,112,Mon,Lunch,No,273,6
739,537,Fri,Lunch,No,441,4
670,185,Tues,Lunch,No,247,5
541,166,Fri,Lunch,No,391,4
4,198,Wed,Lunch,No,358,5
747,171,Mon,Lunch,No,317,8
471,100,Wed,Breakfast,Yes,151,8
47,115,Fri,Lunch,No,379,8
862,216,Mon,Lunch,No,292,6
108,88,Thur,Dinner,No,793,6
337,491,Tues,Dinner,No,421,3
21,127,Mon,Breakfast,No,361,6
192,168,Thur,Breakfast,No,334,5
332,212,Thur,Lunch,No,438,7
330,329,Wed,Dinner,No,526,6
557,131,Tues,Lunch,No,358,5
202,57,Wed,Dinner,No,804,8
175,87,Mon,Dinner,No,525,8
792,157,Tues,Breakfast,No,417,8
370,533,Mon,Lunch,Yes,153,2
435,220,Fri,Lunch,No,425,8
303,158,Mon,Dinner,No,386,6
44,537,Wed,Dinner,No,360,3
650,598,Wed,Lunch,No,424,3
325,179,Wed,Lunch,No,518,6
363,106,Mon,Lunch,Yes,168,5
310,133,Wed,Dinner,No,719,8
201,224,Thur,Dinner,No,289,5
753,99,Tues,Dinner,No,339,6
480,71,Fri,Dinner,No,409,9
450,336,Thur,Lunch,No,366,7
236,371,Fri,Breakfast,No,200,4
282,323,Fri,Lunch,No,273,3
99,36,Fri,Dinner,No,316,5
287,144,Thur,Lunch,No,487,6
5,156,Wed,Dinner,No,807,8
737,99,Thur,Dinner,No,601,8
581,412,Fri,Lunch,Yes,100,3
697,82,Tues,Lunch,No,241,6
475,173,Fri,Lunch,No,585,8
583,162,Thur,Lunch,No,381,7
653,38,Thur,Lunch,No,413,8
605,569,Fri,Lunch,No,554,6
14,304,Tues,Breakfast,No,409,7
479,161,Thur,Lunch,No,416,4
262,403,Wed,Dinner,No,606,7
760,395,Mon,Dinner,No,768,8
887,345,Wed,Dinner,Yes,139,4
516,225,Fri,Dinner,No,773,6
421,112,Fri,Lunch,No,503,7
109,78,Fri,Dinner,No,563,7
892,213,Wed,Lunch,No,342,5
697,538,Mon,Dinner,No,480,6
206,292,Wed,Lunch,No,428,5
694,448,Wed,Lunch,No,464,3
297,169,Thur,Lunch,No,564,5
816,163,Tues,Dinner,No,766,7
649,186,Fri,Lunch,No,365,6
815,99,Thur,Dinner,No,785,6
175,90,Mon,Breakfast,No,481,7
214,532,Mon,Lunch,No,517,5
350,537,Wed,Dinner,No,405,6
731,384,Fri,Lunch,No,363,4
464,129,Thur,Dinner,No,748,6
211,485,Mon,Lunch,No,421,7
438,143,Mon,Lunch,Yes,144,5
289,128,Wed,Dinner,No,473,7
232,157,Tues,Dinner,No,346,5
523,309,Fri,Lunch,No,433,4
517,64,Wed,Lunch,No,463,7
696,194,Mon,Lunch,No,219,6
239,599,Thur,Dinner,No,740,7
612,85,Fri,Dinner,No,409,6
772,99,Thur,Breakfast,No,341,6
567,117,Mon,Breakfast,No,446,9
145,40,Thur,Dinner,No,669,8
243,128,Mon,Dinner,Yes,123,8
388,283,Mon,Dinner,No,435,6
249,445,Wed,Dinner,No,393,3
808,182,Tues,Breakfast,No,281,9
791,549,Wed,Lunch,No,343,3
400,429,Fri,Lunch,No,217,3
459,31,Wed,Lunch,No,240,6
160,127,Mon,Dinner,No,787,7
191,152,Tues,Dinner,No,414,5
602,121,Mon,Lunch,No,248,7
835,90,Tues,Dinner,No,503,5
11,543,Tues,Lunch,No,510,5
141,181,Mon,Dinner,No,663,5
860,264,Mon,Lunch,No,402,6
313,355,Mon,Lunch,No,548,6
115,135,Mon,Lunch,No,360,8
202,221,Fri,Dinner,Yes,95,5
891,227,Mon,Lunch,No,415,6
877,166,Tues,Lunch,No,535,8
130,510,Wed,Lunch,Yes,103,3
83,562,Tues,Dinner,No,366,2
463,39,Tues,Dinner,No,769,8
46,104,Thur,Lunch,No,239,5
121,435,Tues,Lunch,No,585,5
730,78,Fri,Breakfast,No,366,9
15,282,Fri,Lunch,Yes,191,7
770,117,Thur,Lunch,Yes,176,7
383,148,Wed,Dinner,No,509,7
121,74,Thur,Lunch,No,363,5
549,459,Thur,Dinner,No,659,6
16,45,Wed,Lunch,No,526,7
75,191,Thur,Lunch,Yes,174,5
807,68,Fri,Dinner,No,350,5
171,120,Tues,Lunch,No,571,7
664,157,Tues,Lunch,No,528,6
824,386,Thur,Dinner,No,797,8
789,164,Mon,Lunch,No,267,8
39,35,Tues,Lunch,Yes,85,6
487,265,Mon,Lunch,No,530,7
313,193,Mon,Lunch,No,320,6
370,122,Tues,Dinner,No,470,5
494,487,Fri,Lunch,No,217,2
781,70,Wed,Lunch,No,447,5
189,241,Fri,Dinner,Yes,151,4
475,133,Tues,Dinner,No,812,6
833,179,Fri,Breakfast,Yes,186,6
361,512,Thur,Dinner,No,551,7
141,143,Thur,Lunch,No,514,5
847,110,Thur,Dinner,Yes,160,4
204,165,Wed,Dinner,No,555,6
360,561,Mon,Lunch,No,311,3
816,376,Wed,Breakfast,Yes,160,4
421,133,Wed,Lunch,No,311,6
470,332,Wed,Breakfast,No,457,5
756,175,Tues,Breakfast,No,426,8
17,211,Wed,Breakfast,No,223,8
667,120,Fri,Dinner,No,611,8
310,44,Tues,Dinner,No,635,8
343,255,Mon,Lunch,No,225,7
513,70,Thur,Breakfast,No,487,7
750,130,Wed,Lunch,No,218,6
560,83,Fri,Dinner,No,313,7
326,135,Thur,Lunch,No,294,5
644,86,Fri,Lunch,No,267,7
766,165,Tues,Lunch,No,236,8
137,278,Tues,Lunch,No,505,7
337,81,Fri,Dinner,No,652,6
695,278,Tues,Dinner,No,785,5
441,157,Thur,Dinner,No,779,8
141,39,Wed,Dinner,No,424,7
763,97,Wed,Dinner,No,808,7
77,170,Fri,Dinner,Yes,169,7
406,154,Wed,Dinner,No,637,6
38,154,Wed,Lunch,Yes,169,4
14,36,Tues,Dinner,No,546,8
693,205,Wed,Lunch,No,527,8
346,99,Wed,Dinner,No,671,6
718,36,Tues,Dinner,Yes,156,7
196,205,Fri,Lunch,No,387,6
102,412,Tues,Breakfast,No,430,6
530,152,Tues,Lunch,No,299,6
551,504,Tues,Dinner,No,450,3
115,102,Tues,Dinner,No,799,8
206,310,Wed,Dinner,No,739,6
879,50,Mon,Dinner,No,693,7
518,191,Mon,Lunch,No,588,8
649,131,Mon,Lunch,No,256,7
578,306,Tues,Breakfast,No,400,6
140,473,Wed,Breakfast,No,207,7
388,279,Tues,Lunch,No,597,7
683,192,Fri,Dinner,No,694,6
58,121,Mon,Dinner,Yes,147,6
651,146,Mon,Dinner,No,604,8
147,91,Tues,Lunch,No,581,6
598,35,Fri,Lunch,No,442,6
584,206,Thur,Lunch,No,415,5
248,133,Wed,Lunch,No,556,8
70,417,Thur,Lunch,Yes,170,4
5,138,Wed,Lunch,No,399,6
581,139,Tues,Lunch,No,231,6
292,208,Mon,Lunch,No,242,6
66,39,Wed,Lunch,No,480,5
643,156,Wed,Dinner,No,355,8
202,371,Mon,Dinner,No,363,4
813,77,Mon,Dinner,Yes,173,6
263,121,Wed,Dinner,Yes,121,7
799,88,Mon,Lunch,Yes,87,5
156,237,Thur,Lunch,No,595,8
421,43,Wed,Lunch,No,377,5
698,274,Tues,Lunch,Yes,190,6
246,104,Fri,Dinner,No,415,8
491,145,Tues,Lunch,Yes,168,5
802,239,Mon,Dinner,No,641,7
699,127,Mon,Dinner,Yes,176,4
543,522,Mon,Lunch,No,231,5
131,469,Wed,Lunch,No,501,7
460,580,Thur,Dinner,No,673,4
763,380,Wed,Lunch,No,490,7
845,545,Mon,Breakfast,No,339,5
371,103,Thur,Lunch,No,354,6
447,295,Wed,Dinner,Yes,94,5
222,154,Tues,Lunch,No,431,6
793,34,Mon,Breakfast,No,394,9
512,502,Mon,Lunch,No,310,5
785,128,Thur,Lunch,No,593,7
189,95,Wed,Lunch,No,545,5
378,53,Mon,Lunch,No,523,7
168,245,Wed,Lunch,Yes,102,7
493,341,Fri,Dinner,No,367,6
659,419,Thur,Dinner,No,509,6
51,103,Tues,Dinner,Yes,111,4
825,154,Fri,Lunch,No,231,8
682,553,Wed,Lunch,No,454,4
139,47,Wed,Lunch,No,357,7
751,112,Thur,Lunch,No,477,5
323,106,Tues,Lunch,No,372,8
868,291,Mon,Dinner,No,785,6
390,208,Fri,Dinner,No,474,6
657,99,Mon,Dinner,No,712,8
297,442,Tues,Breakfast,No,311,7
422,104,Fri,Dinner,No,651,8
812,151,Wed,Breakfast,No,236,8
115,151,Thur,Lunch,No,273,6
19,453,Thur,Lunch,No,270,4
109,87,Fri,Lunch,No,423,6
299,453,Mon,Breakfast,No,231,6
204,203,Tues,Lunch,No,279,7
78,191,Tues,Breakfast,No,426,6
89,72,Thur,Lunch,No,339,8
462,154,Tues,Dinner,No,752,5
554,132,Mon,Dinner,No,776,7
263,159,Thur,Lunch,No,489,7
414,61,Tues,Breakfast,No,486,10
515,110,Wed,Lunch,No,487,7
685,349,Tues,Breakfast,Yes,88,5
848,113,Wed,Dinner,No,470,6
10,442,Wed,Lunch,Yes,121,5
580,442,Tues,Dinner,No,723,6
618,296,Thur,Dinner,No,728,6
560,346,Thur,Lunch,No,547,6
769,119,Tues,Lunch,No,364,5
811,154,Wed,Lunch,No,516,5
857,560,Tues,Lunch,No,243,4
820,62,Tues,Dinner,Yes,147,6
710,183,Tues,Lunch,No,291,7
792,140,Fri,Dinner,No,445,5
730,70,Thur,Dinner,Yes,132,7
392,104,Mon,Lunch,No,246,7
51,535,Mon,Lunch,No,574,6
261,301,Tues,Lunch,No,315,5
696,73,Mon,Lunch,No,288,8
520,87,Thur,Lunch,No,286,5
388,137,Mon,Lunch,No,332,6
205,363,Thur,Lunch,No,408,4
87,57,Fri,Lunch,No,494,5
755,167,Thur,Breakfast,Yes,184,8
748,511,Fri,Breakfast,No,282,6
855,130,Mon,Breakfast,No,496,8
649,147,Thur,Dinner,No,595,8
671,180,Wed,Dinner,No,292,5
449,135,Mon,Breakfast,No,349,7
691,309,Thur,Lunch,No,233,5
477,151,Fri,Lunch,No,493,6
707,492,Tues,Lunch,No,469,6
693,50,Tues,Dinner,No,791,8
94,200,Mon,Dinner,No,735,8
518,273,Tues,Breakfast,No,303,7
67,109,Wed,Dinner,No,498,7
280,79,Fri,Dinner,No,814,8
789,351,Fri,Lunch,No,234,6
187,426,Thur,Dinner,No,437,3
838,132,Tues,Lunch,No,573,8
708,335,Tues,Lunch,No,273,4
562,111,Fri,Lunch,No,406,7
723,143,Tues,Dinner,No,419,5
862,47,Thur,Dinner,No,406,7
464,34,Fri,Lunch,No,455,6
211,477,Thur,Dinner,No,362,3
626,69,Wed,Dinner,No,730,7
399,208,Wed,Dinner,Yes,148,6
679,257,Wed,Breakfast,No,330,7
254,140,Mon,Dinner,No,648,9
778,32,Thur,Dinner,No,364,9
402,154,Tues,Lunch,Yes,144,7
609,202,Mon,Lunch,No,597,5
703,341,Thur,Lunch,No,469,6
66,237,Fri,Breakfast,Yes,137,6
200,61,Fri,Lunch,No,554,9
764,172,Fri,Lunch,No,566,8
128,212,Wed,Dinner,No,649,8
322,34,Tues,Lunch,No,377,6
527,105,Fri,Lunch,No,483,5
421,263,Wed,Lunch,No,577,5
747,295,Fri,Lunch,No,517,7
667,528,Thur,Dinner,No,372,4
36,404,Tues,Lunch,Yes,126,3
95,129,Thur,Breakfast,No,430,7
58,379,Fri,Breakfast,No,179,6
596,73,Mon,Lunch,No,428,8
733,134,Fri,Dinner,No,386,8
538,189,Tues,Dinner,No,475,7
139,240,Wed,Lunch,No,276,7
278,171,Fri,Lunch,No,347,5
787,300,Mon,Dinner,No,787,8
292,224,Tues,Breakfast,No,337,8
657,164,Thur,Breakfast,No,492,9
6,40,Fri,Lunch,No,548,6
749,54,Tues,Dinner,Yes,177,4
854,552,Thur,Dinner,No,788,3
603,96,Fri,Lunch,No,434,7
726,164,Fri,Dinner,Yes,127,6
24,519,Thur,Lunch,No,575,3
332,199,Wed,Lunch,No,221,5
110,492,Thur,Dinner,Yes,157,6
292,125,Wed,Dinner,No,492,5
194,181,Mon,Dinner,No,450,7
466,64,Fri,Lunch,No,230,5
323,178,Fri,Dinner,No,364,6
567,139,Wed,Dinner,No,374,8
752,41,Tues,Dinner,No,538,9
411,353,Mon,Lunch,Yes,111,5
245,143,Wed,Lunch,No,299,5
475,202,Fri,Dinner,Yes,124,6
531,116,Fri,Lunch,No,254,7
454,159,Fri,Lunch,No,337,5
256,213,Tues,Lunch,No,315,6
148,165,Mon,Dinner,No,538,6
882,395,Fri,Lunch,Yes,134,5
820,112,Tues,Dinner,No,549,6
571,583,Wed,Lunch,No,266,2
345,190,Mon,Dinner,No,750,9
847,80,Mon,Lunch,No,278,6
650,90,Tues,Breakfast,No,190,9
